confirmed_tissue	manual_assign	Run	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center.Name	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample.Name	SRA.Study	Cultivar	Tissue	Library.Name	geo_loc_name_country	geo_loc_name_country_continent	BioSampleModel	geo_loc_name	dev_stage	GEO_Accession..exp.	source_name	treatment	AGE	Replicate	Sample_Name	Collection_Date	ENA.FIRST.PUBLIC..run.	ENA.LAST.UPDATE..run.	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	INSDC_center_alias	collected_by	Ecotype	Isolate	Time_point	Genotype	Alias	ENA_checklist	Biomaterial_provider	SAMPLE_TYPE	geographic_location_.country_and.or_sea.	geographic_location_.latitude.	geographic_location_.longitude.	ENA.FIRST.PUBLIC	ENA.LAST.UPDATE	External_Id	Submitter_Id	common_name	year	Developmental_Stage	environment_.biome.	environment_.feature.	environment_.material.	Investigation_type	plant.associated_environmental_package	project_name	Sequencing_method	PHENOTYPE	sex	Temp	day_after_veraison	time_point_replicate	Isolation_source	lat_lon	disease	Stage	growth_protocol	growth_stage	culture_collection	Specimen_voucher	disease_stage	Cell_Line	Cell_type	Biological.Replicate	Population	vineyard	height_or_length	infection	inoculation	Clone	Crop	Description	tissue_type	Biorep	Experiment.1	tissue_position	resistant_to_powdery_mildew	TimePoint	disk	Rep_Number	treatment_description	geographic_location_.region_and_locality.	Strain	sub_species	geographical_area	Broker_name	culture_rooting_medium	isolation_and_growth_condition	organism_common_name	organism_part	plant_developmental_stage	plant_growth_medium	plant_structure	propagation	rooting_medium_macronutrients	subspecific_genetic_lineage_name	subspecific_genetic_lineage_rank	air_temperature_regimen	infect	light_regimen	rooting_conditions	rooting_medium_micronutrients	sample_health_state	BREED	ripening_stage	status	collection_timepoint	day_temp	night_temp	Sampling_Time	Biological_Replicates	dev.stage	organism	rootstock	AssemblyName	Sample_ID	Biological_Reprlicates	geo.loc.name	Organ	Development_stage	sample_disease_status	enviromental_conditions
fruit	auto	SRR13280482	RNA-Seq	101	776209442	PRJNA686849	SAMN17126590	328449908	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710141	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape Control Late harvest	SRP298693	Sugrasixteen	fruit	Control Late harvest rep1	Israel	Asia	Plant	Israel	control				late harvest																																																																																																																	
fruit	auto	SRR13280483	RNA-Seq	101	594192292	PRJNA686849	SAMN17126589	256967924	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710140	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape CPPU treatment Early harvest	SRP298693	Sugrasixteen	fruit	CPPU treatment early harvest rep3	Israel	Asia	Plant	Israel	CPPU				early harvest																																																																																																																	
fruit	auto	SRR13280484	RNA-Seq	101	663154890	PRJNA686849	SAMN17126589	286642119	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710139	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape CPPU treatment Early harvest	SRP298693	Sugrasixteen	fruit	CPPU treatment early harvest rep2	Israel	Asia	Plant	Israel	CPPU				early harvest																																																																																																																	
fruit	auto	SRR13280485	RNA-Seq	101	698057864	PRJNA686849	SAMN17126589	298497280	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710138	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape CPPU treatment Early harvest	SRP298693	Sugrasixteen	fruit	CPPU treatment early harvest rep1	Israel	Asia	Plant	Israel	CPPU				early harvest																																																																																																																	
fruit	auto	SRR13280486	RNA-Seq	101	669988146	PRJNA686849	SAMN17126588	289422861	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710137	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape GA treatment early harvest	SRP298693	Sugrasixteen	fruit	GA treatment early harvest rep3	Israel	Asia	Plant	Israel	GA				early harvest																																																																																																																	
fruit	auto	SRR13280487	RNA-Seq	101	870282963	PRJNA686849	SAMN17126588	375821973	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710136	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape GA treatment early harvest	SRP298693	Sugrasixteen	fruit	GA treatment early harvest rep2	Israel	Asia	Plant	Israel	GA				early harvest																																																																																																																	
fruit	auto	SRR13280488	RNA-Seq	101	536406354	PRJNA686849	SAMN17126588	233985872	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710135	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape GA treatment early harvest	SRP298693	Sugrasixteen	fruit	GA treatment early harvest rep1	Israel	Asia	Plant	Israel	GA				early harvest																																																																																																																	
fruit	auto	SRR13280489	RNA-Seq	101	678573651	PRJNA686849	SAMN17126528	288263539	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710134	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	vitis vinifera cv Sugrasixteen	SRP298693	Sugrasixteen	fruit	Control early harvest rep3	Israel	Asia	Plant	Israel	mature fruit																																																																																																																					
fruit	auto	SRR13280490	RNA-Seq	101	702385209	PRJNA686849	SAMN17126592	296545751	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710133	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape CPPU treatment Late harvest	SRP298693	Sugrasixteen	fruit	CPPU treatment Late harvest rep3	Israel	Asia	Plant	Israel	CPPU				late harvest																																																																																																																	
fruit	auto	SRR13280491	RNA-Seq	101	810196649	PRJNA686849	SAMN17126592	347658652	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710132	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape CPPU treatment Late harvest	SRP298693	Sugrasixteen	fruit	CPPU treatment Late harvest rep2	Israel	Asia	Plant	Israel	CPPU				late harvest																																																																																																																	
fruit	auto	SRR13280492	RNA-Seq	101	537039321	PRJNA686849	SAMN17126592	227140628	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710131	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape CPPU treatment Late harvest	SRP298693	Sugrasixteen	fruit	CPPU treatment Late harvest rep1	Israel	Asia	Plant	Israel	CPPU				late harvest																																																																																																																	
fruit	auto	SRR13280493	RNA-Seq	101	698978681	PRJNA686849	SAMN17126591	293749785	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710130	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape GA tratment Late harvest	SRP298693	Sugrasixteen	fruit	GA treatment Late harvest rep3	Israel	Asia	Plant	Israel	GA				late harvest																																																																																																																	
fruit	auto	SRR13280494	RNA-Seq	101	654831581	PRJNA686849	SAMN17126591	277527763	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710129	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape GA tratment Late harvest	SRP298693	Sugrasixteen	fruit	GA treatment Late harvest rep2	Israel	Asia	Plant	Israel	GA				late harvest																																																																																																																	
fruit	auto	SRR13280495	RNA-Seq	101	613792453	PRJNA686849	SAMN17126591	264829770	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710128	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape GA tratment Late harvest	SRP298693	Sugrasixteen	fruit	GA treatment Late harvest rep1	Israel	Asia	Plant	Israel	GA				late harvest																																																																																																																	
fruit	auto	SRR13280496	RNA-Seq	101	588522960	PRJNA686849	SAMN17126590	244374611	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710127	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape Control Late harvest	SRP298693	Sugrasixteen	fruit	Control Late harvest rep3	Israel	Asia	Plant	Israel	control				late harvest																																																																																																																	
fruit	auto	SRR13280497	RNA-Seq	101	581311257	PRJNA686849	SAMN17126590	245150566	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710126	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	grape Control Late harvest	SRP298693	Sugrasixteen	fruit	Control Late harvest rep2	Israel	Asia	Plant	Israel	control				late harvest																																																																																																																	
fruit	auto	SRR13280498	RNA-Seq	101	591110176	PRJNA686849	SAMN17126528	252318316	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710125	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	vitis vinifera cv Sugrasixteen	SRP298693	Sugrasixteen	fruit	Control early harvest rep2	Israel	Asia	Plant	Israel	mature fruit																																																																																																																					
fruit	auto	SRR13280499	RNA-Seq	101	676368114	PRJNA686849	SAMN17126528	286628155	AGRICULTURAL RESEARCH ORGANISATION - VOLCANI CENTER - ISRAEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9710124	Illumina NovaSeq 6000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-12-21T00:00:00Z	vitis vinifera cv Sugrasixteen	SRP298693	Sugrasixteen	fruit	Control early harvest rep1	Israel	Asia	Plant	Israel	mature fruit																																																																																																																					
fruit	auto	SRR11614316	RNA-Seq	300	8523072000	PRJNA628025	SAMN14694499	2721073843	NANJING AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8180537	Illumina HiScanSQ	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-04-27T00:00:00Z	putaoCKchuli_3	SRP258669	Kyoho	fruit	putaoCKchuli_3	China	Asia	Plant	China: Nanjing	Maturity			BR														Haifeng							Nanjing Agricultural University	tissue sample																			not applicable					32.03 N 118.54 E																																																																				
fruit	auto	SRR11614317	RNA-Seq	300	9974901000	PRJNA628025	SAMN14694497	3207039486	NANJING AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8180536	Illumina HiScanSQ	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-04-27T00:00:00Z	putaoCKchuli_1	SRP258669	Kyoho	fruit	putaoCKchuli_1	China	Asia	Plant	China: Nanjing	Maturity			BR														Haifeng							Nanjing Agricultural University	tissue sample																			not applicable					32.03 N 118.52 E																																																																				
fruit	auto	SRR11614318	RNA-Seq	300	10579406700	PRJNA628025	SAMN14694495	3370924328	NANJING AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8180535	Illumina HiScanSQ	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-04-27T00:00:00Z	putaoBRchuli_5	SRP258669	Kyoho	fruit	putaoBRchuli_5	China	Asia	Plant	China: Nanjing	Maturity			BR														Haifeng							Nanjing Agricultural University	tissue sample																			not applicable					32.03 N 118.50 E																																																																				
fruit	auto	SRR11614319	RNA-Seq	300	9246345300	PRJNA628025	SAMN14694493	2942656170	NANJING AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8180534	Illumina HiScanSQ	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-04-27T00:00:00Z	putaoBRchuli_3	SRP258669	Kyoho	fruit	putaoBRchuli_3	China	Asia	Plant	China: Nanjing	Maturity			BR														Haifeng							Nanjing Agricultural University	tissue sample																			not applicable					32.03 N 118.48 E																																																																				
fruit	auto	SRR11614320	RNA-Seq	300	10337907000	PRJNA628025	SAMN14694501	3304504029	NANJING AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8180533	Illumina HiScanSQ	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-04-27T00:00:00Z	putaoCKchuli_5	SRP258669	Kyoho	fruit	putaoCKchuli_5	China	Asia	Plant	China: Nanjing	Maturity			BR														Haifeng							Nanjing Agricultural University	tissue sample																			not applicable					32.03 N 118.56 E																																																																				
fruit	auto	SRR11614321	RNA-Seq	300	8518384500	PRJNA628025	SAMN14694491	2733016309	NANJING AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8180532	Illumina HiScanSQ	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-04-27T00:00:00Z	putaoBRchuli_1	SRP258669	Kyoho	fruit	putaoBRchuli_1	China	Asia	Plant	China: Nanjing	Maturity			BR														Haifeng							Nanjing Agricultural University	tissue sample																			not applicable					32.03 N 118.46 E																																																																				
seedless_fruit	deseeded	SRR11867813	RNA-Seq	298	7117499938	PRJNA635268	SAMN15030405	2208472154	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418081	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T10	SRP265116		not collected	Red Globe Veraison 1	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T10															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867814	RNA-Seq	298	8297270824	PRJNA635268	SAMN15030404	2605116124	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418080	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T09	SRP265116		not collected	Muscat Hamburg Veraison 3	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T09															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867815	RNA-Seq	298	6906185456	PRJNA635268	SAMN15030403	2153632304	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418079	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T08	SRP265116		not collected	Muscat Hamburg Veraison 2	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T08															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867817	RNA-Seq	298	6810532702	PRJNA635268	SAMN15030401	2121396217	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418077	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T06	SRP265116		not collected	Red Globe Pre-Veraison 3	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T06															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867819	RNA-Seq	298	5756580274	PRJNA635268	SAMN15030399	1811517767	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418075	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T04	SRP265116		not collected	Red Globe Pre-Veraison 1	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T04															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867820	RNA-Seq	298	6766761990	PRJNA635268	SAMN15030398	2111064066	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418074	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T03	SRP265116		not collected	Muscat Hamburg Pre-Veraison 3	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T03															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867821	RNA-Seq	298	8673850092	PRJNA635268	SAMN15030413	2746120059	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418073	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T18	SRP265116		not collected	Red Globe Maturation 3	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T18															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867822	RNA-Seq	298	6624466196	PRJNA635268	SAMN15030412	2072528753	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418072	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T17	SRP265116		not collected	Red Globe Maturation 2	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T17															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867823	RNA-Seq	298	6092299300	PRJNA635268	SAMN15030411	1995603577	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418071	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T16	SRP265116		not collected	Red Globe Maturation 1	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T16															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867824	RNA-Seq	298	6930884542	PRJNA635268	SAMN15030410	2255555617	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418070	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T15	SRP265116		not collected	Muscat Hamburg Maturation 3	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T15															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867825	RNA-Seq	298	6557669374	PRJNA635268	SAMN15030409	2149125543	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418069	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T14	SRP265116		not collected	Muscat Hamburg Maturation 2	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T14															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867826	RNA-Seq	298	6226464160	PRJNA635268	SAMN15030408	1934668021	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418068	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T13	SRP265116		not collected	Muscat Hamburg Maturation 1	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T13															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867816	RNA-Seq	298	7389054276	PRJNA635268	SAMN15030402	2318567697	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418078	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T07	SRP265116		not collected	Muscat Hamburg Veraison 1	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T07															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867818	RNA-Seq	299	6874607012	PRJNA635268	SAMN15030400	2135734624	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418076	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T05	SRP265116		not collected	Red Globe Pre-Veraison 2	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T05															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867827	RNA-Seq	299	6263580206	PRJNA635268	SAMN15030407	1942909124	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418067	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T12	SRP265116		not collected	Red Globe Veraison 3	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T12															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867828	RNA-Seq	299	7547923036	PRJNA635268	SAMN15030406	2353042537	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418066	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T11	SRP265116		not collected	Red Globe Veraison 2	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T11															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867829	RNA-Seq	298	6626111604	PRJNA635268	SAMN15030397	2067093545	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418065	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T02	SRP265116		not collected	Muscat Hamburg Pre-Veraison 2	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T02															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
seedless_fruit	deseeded	SRR11867830	RNA-Seq	298	6606139664	PRJNA635268	SAMN15030396	2069641638	SHENYANG AGRICULTURAL UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8418064	Illumina NovaSeq 6000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2020-05-28T00:00:00Z	T01	SRP265116		not collected	Muscat Hamburg Pre-Veraison 1	uncalculated	uncalculated	Plant	not collected					not collected															N413-01-T01															NA												NA	NA												NA										NA						NA																												NA	NA		NA						NA	NA				
root	auto	SRR8507962	RNA-Seq	76	669825696	PRJNA516950	SAMN10817320	240648068	UNIVERSITY OF NEVADA RENO	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5311748	NextSeq 500	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-06-03T00:00:00Z	CS.C.R1-4	SRP182950	Cabernet Sauvignon	Roots	CS.C.R1-4	USA	North America	Plant	USA: Reno\, NV	One-month-old rooted cutting			Control																																																								4																																											Week 1															
root	auto	SRR8507977	RNA-Seq	76	627985720	PRJNA516950	SAMN10817322	226791910	UNIVERSITY OF NEVADA RENO	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5311733	NextSeq 500	SINGLE	Oligo-dT	TRANSCRIPTOMIC	Vitis vinifera	ILLUMINA	2019-06-03T00:00:00Z	CS.D.R1-2	SRP182950	Cabernet Sauvignon	Roots	CS.D.R1-2	USA	North America	Plant	USA: Reno\, NV	One-month-old rooted cutting			Water deficit																																																								2																																											Week 1															
